Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2020,NY,New York,Bronx,36005,36005037800,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,31.8,,,26.5,37.1,3048,POINT (-73.86667882 40.87982367),36005037800,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,NY,New York,Albany,36001,36001013507,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.1,,,76.6,83.4,2594,POINT (-73.78013247 42.74831322),36001013507,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,NY,New York,Bronx,36005,36005039700,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,23.5,,,20.4,26.6,3702,POINT (-73.88547612 40.86193323),36005039700,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2020,NY,New York,Albany,36001,36001013901,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.6,,,31.0,34.0,2460,POINT (-73.84083713 42.71639516),36001013901,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,NY,New York,Bronx,36005,36005015500,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.0,,,31.5,36.5,3005,POINT (-73.88999187 40.83554884),36005015500,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,NY,New York,Bronx,36005,36005008400,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.1,,,69.3,74.7,2374,POINT (-73.84776361 40.81561055),36005008400,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,NY,New York,Bronx,36005,36005037900,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,23.2,,,20.7,25.6,5093,POINT (-73.89880212 40.85154773),36005037900,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2020,NY,New York,Bronx,36005,36005022901,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,78.3,,,76.0,80.6,5370,POINT (-73.90720964 40.84609409),36005022901,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2020,NY,New York,Bronx,36005,36005002800,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.8,,,36.3,39.4,5586,POINT (-73.87791848 40.82170744),36005002800,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,NY,New York,Albany,36001,36001013000,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.5,,,11.5,17.7,6545,POINT (-73.71881428 42.77456863),36001013000,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2021,NY,New York,Bronx,36005,36005041800,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.7,,,5.0,6.4,3598,POINT (-73.85849062 40.89712287),36005041800,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2021,NY,New York,Bronx,36005,36005017901,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.6,,,11.7,15.7,4677,POINT (-73.91517169 40.83482765),36005017901,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,NY,New York,Bronx,36005,36005026702,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,27.8,,,25.5,30.0,7040,POINT (-73.90011462 40.87226673),36005026702,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2020,NY,New York,Bronx,36005,36005045600,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,82.5,,,80.5,84.4,2896,POINT (-73.82008347 40.88854431),36005045600,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,NY,New York,Bronx,36005,36005007800,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,18.1,,,15.3,20.8,6418,POINT (-73.85275388 40.82911597),36005007800,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,NY,New York,Bronx,36005,36005013300,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,20.6,,,15.9,25.7,6384,POINT (-73.90348718 40.82282603),36005013300,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,NY,New York,Albany,36001,36001000600,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,23.6,,,20.5,27.1,3676,POINT (-73.77364813 42.6645824),36001000600,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2021,NY,New York,Bronx,36005,36005039500,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.3,,,13.7,17.1,4146,POINT (-73.8966919 40.84819324),36005039500,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,NY,New York,Bronx,36005,36005020601,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.7,,,16.3,21.1,3050,POINT (-73.85054327 40.83664597),36005020601,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,NY,New York,Bronx,36005,36005002702,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.5,,,71.6,77.3,4475,POINT (-73.9137667 40.80645012),36005002702,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,NY,New York,Bronx,36005,36005007100,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.0,,,18.0,22.4,1907,POINT (-73.9128415 40.81821599),36005007100,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,NY,New York,Bronx,36005,36005026100,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.6,,,3.3,4.0,1932,POINT (-73.90587306 40.86663479),36005026100,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,NY,New York,Bronx,36005,36005013500,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.8,,,16.2,21.6,3583,POINT (-73.90209474 40.82713648),36005013500,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2021,NY,New York,Bronx,36005,36005038600,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.1,,,5.2,7.1,7409,POINT (-73.84839887 40.87963462),36005038600,HLTHOUT,COPD,CrdPrv,COPD
2021,NY,New York,Broome,36007,36007000900,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25.6,,,22.4,28.8,1762,POINT (-75.88897553 42.09915443),36007000900,HLTHOUT,DEPRESSION,CrdPrv,Depression
2020,NY,New York,Bronx,36005,36005023302,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,21.5,,,16.2,27.1,3415,POINT (-73.90472582 40.84821225),36005023302,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,NY,New York,Bronx,36005,36005008600,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.2,,,6.4,8.0,4176,POINT (-73.84980895 40.81988106),36005008600,DISABLT,HEARING,CrdPrv,Hearing Disability
2020,NY,New York,Bronx,36005,36005015900,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,26.2,,,18.4,33.5,2164,POINT (-73.89356005 40.82236909),36005015900,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2020,NY,New York,Albany,36001,36001014503,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.4,,,28.5,32.2,2789,POINT (-73.93541324 42.65147193),36001014503,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,NY,New York,Bronx,36005,36005040501,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,21.5,,,17.3,25.8,4397,POINT (-73.89091313 40.86716615),36005040501,PREVENT,ACCESS2,CrdPrv,Health Insurance
2020,NY,New York,Bronx,36005,36005003700,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,19.7,,,12.3,27.1,245,POINT (-73.91217225 40.81145723),36005003700,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,NY,New York,Bronx,36005,36005012701,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,18.0,,,13.7,22.3,2253,POINT (-73.8923312 40.82563476),36005012701,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,NY,New York,Albany,36001,36001001901,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,2.6,,,2.2,3.1,2607,POINT (-73.79226366 42.65064171),36001001901,DISABLT,VISION,CrdPrv,Vision Disability
2021,NY,New York,Bronx,36005,36005011700,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,80.9,,,77.9,84.0,1585,POINT (-73.87667236 40.81053181),36005011700,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,NY,New York,Bronx,36005,36005037200,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,32.9,,,29.6,36.7,2222,POINT (-73.86327622 40.87380852),36005037200,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,NY,New York,Albany,36001,36001013200,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.9,,,6.9,11.3,3397,POINT (-73.70136031 42.72888385),36001013200,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,NY,New York,Bronx,36005,36005037300,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.3,,,29.0,33.6,5318,POINT (-73.89015616 40.84867008),36005037300,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,NY,New York,Bronx,36005,36005016900,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,8.9,,,8.0,9.9,1663,POINT (-73.90275295 40.83779382),36005016900,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2021,NY,New York,Bronx,36005,36005037400,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,38.0,,,35.6,40.5,3441,POINT (-73.86667399 40.87454756),36005037400,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,NY,New York,Bronx,36005,36005021301,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,19.5,,,16.5,22.9,1201,POINT (-73.91970395 40.84553343),36005021301,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2021,NY,New York,Bronx,36005,36005033202,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.5,,,10.4,12.7,4167,POINT (-73.86895044 40.86338455),36005033202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2021,NY,New York,Albany,36001,36001000200,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,15.0,,,13.5,16.6,6046,POINT (-73.75150284 42.66443424),36001000200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2021,NY,New York,Bronx,36005,36005007000,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.5,,,30.3,36.9,4584,POINT (-73.86562992 40.82981763),36005007000,HLTHOUT,OBESITY,CrdPrv,Obesity
2020,NY,New York,Bronx,36005,36005022902,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,23.7,,,18.1,29.5,3273,POINT (-73.90720748 40.84377387),36005022902,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,NY,New York,Bronx,36005,36005025200,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.0,,,26.8,31.3,2530,POINT (-73.85497299 40.84713783),36005025200,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2020,NY,New York,Albany,36001,36001014609,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,73.4,,,70.5,75.8,4645,POINT (-73.85611747 42.67612565),36001014609,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,NY,New York,Albany,36001,36001012900,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,16.3,,,13.8,18.9,3445,POINT (-73.70762807 42.78249058),36001012900,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2021,NY,New York,Bronx,36005,36005035600,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.6,,,30.3,37.1,2027,POINT (-73.83604109 40.86687938),36005035600,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Bronx,36005,36005006200,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,16.1,,,14.2,18.1,6585,POINT (-73.8754981 40.83325652),36005006200,DISABLT,VISION,CrdPrv,Vision Disability
2021,NY,New York,Bronx,36005,36005036000,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.7,,,4.2,5.2,2706,POINT (-73.84314183 40.86683645),36005036000,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2021,NY,New York,Bronx,36005,36005014702,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.4,,,24.9,32.0,5110,POINT (-73.9044581 40.8365534),36005014702,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,NY,New York,Bronx,36005,36005035800,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.4,,,33.7,39.0,7166,POINT (-73.84259837 40.87398312),36005035800,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,NY,New York,Bronx,36005,36005013300,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,33.3,,,30.9,35.7,6384,POINT (-73.90348718 40.82282603),36005013300,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,NY,New York,Bronx,36005,36005033202,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.7,,,5.9,7.5,4167,POINT (-73.86895044 40.86338455),36005033202,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2020,NY,New York,Albany,36001,36001014614,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,50.6,,,44.7,55.9,5588,POINT (-73.88624724 42.68247576),36001014614,PREVENT,COREM,CrdPrv,Core preventive services for older men
2021,NY,New York,Bronx,36005,36005034800,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.6,,,3.2,4.0,6129,POINT (-73.85307348 40.86945216),36005034800,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NY,New York,Albany,36001,36001013602,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.9,,,9.3,12.8,4409,POINT (-73.7268391 42.6914262),36001013602,HLTHSTAT,GHLTH,CrdPrv,General Health
2020,NY,New York,Albany,36001,36001002300,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,53.4,,,49.5,57.2,2051,POINT (-73.76355487 42.64522736),36001002300,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,NY,New York,Bronx,36005,36005025400,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.2,,,6.2,8.2,1959,POINT (-73.85247765 40.84850096),36005025400,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,NY,New York,Bronx,36005,36005025700,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.1,1912,POINT (-73.91413253 40.86026051),36005025700,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,NY,New York,Bronx,36005,36005030000,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.1,,,6.2,8.2,5838,POINT (-73.8312424 40.85221786),36005030000,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,NY,New York,Albany,36001,36001002200,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.9,,,2.5,3.3,2344,POINT (-73.76551748 42.65042327),36001002200,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,NY,New York,Albany,36001,36001014202,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.2,,,73.4,78.5,5938,POINT (-73.86607526 42.61949492),36001014202,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,NY,New York,Albany,36001,36001014202,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.1,,,32.4,37.7,5938,POINT (-73.86607526 42.61949492),36001014202,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,NY,New York,Bronx,36005,36005019700,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.2,,,23.9,30.6,7501,POINT (-73.91995298 40.83519468),36005019700,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,NY,New York,Bronx,36005,36005005200,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.9,,,13.1,16.8,2031,POINT (-73.88245362 40.82565906),36005005200,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,NY,New York,Albany,36001,36001014802,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.5,,,29.3,35.7,1843,POINT (-74.17422326 42.47519938),36001014802,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Bronx,36005,36005003800,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.1,,,3.7,4.5,1264,POINT (-73.86334134 40.82029931),36005003800,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,NY,New York,Bronx,36005,36005005001,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.4,,,24.9,32.3,4767,POINT (-73.87785353 40.82499698),36005005001,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,NY,New York,Bronx,36005,36005038900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,35.2,,,30.8,39.6,5325,POINT (-73.8849758 40.85644892),36005038900,RISKBEH,LPA,CrdPrv,Physical Inactivity
2021,NY,New York,Bronx,36005,36005024000,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.7,,,31.5,38.2,3882,POINT (-73.86889511 40.84162982),36005024000,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Bronx,36005,36005043400,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.9,,,84.7,88.9,3592,POINT (-73.85232155 40.89821145),36005043400,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,NY,New York,Allegany,36003,36003950800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,18.1,,,14.8,21.8,6384,POINT (-77.86288137 42.26278253),36003950800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2021,NY,New York,Bronx,36005,36005023704,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.4,,,5.7,7.2,3758,POINT (-73.90188184 40.85625621),36005023704,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,NY,New York,Bronx,36005,36005040501,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,13.0,,,11.4,14.7,4397,POINT (-73.89091313 40.86716615),36005040501,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,NY,New York,Albany,36001,36001001100,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.4,,,14.6,18.6,1169,POINT (-73.75095001 42.65243024),36001001100,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,NY,New York,Bronx,36005,36005003300,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,47.5,,,42.9,52.0,3413,POINT (-73.91193928 40.80824068),36005003300,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,NY,New York,Bronx,36005,36005011000,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,23.4,,,21.3,25.7,151,POINT (-73.83263447 40.81671669),36005011000,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2020,NY,New York,Bronx,36005,36005005001,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,22.8,,,17.4,28.4,4767,POINT (-73.87785353 40.82499698),36005005001,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,NY,New York,Broome,36007,36007000500,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.4,,,4.8,5.9,1969,POINT (-75.90367048 42.10836465),36007000500,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,NY,New York,Bronx,36005,36005024400,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.6,,,8.5,10.7,2120,POINT (-73.85751104 40.84621633),36005024400,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,NY,New York,Bronx,36005,36005045102,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.0,,,4.3,7.8,1894,POINT (-73.86415618 40.90036657),36005045102,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,NY,New York,Bronx,36005,36005027401,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.2,,,22.4,28.1,4785,POINT (-73.82262562 40.8404551),36005027401,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NY,New York,Albany,36001,36001014203,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,8.4,,,7.1,10.2,6002,POINT (-73.84447836 42.60583187),36001014203,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,NY,New York,Bronx,36005,36005026701,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.5,,,10.9,14.2,4037,POINT (-73.90120589 40.86935531),36005026701,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,NY,New York,Albany,36001,36001014203,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,8.8,,,6.6,11.4,6002,POINT (-73.84447836 42.60583187),36001014203,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2021,NY,New York,Bronx,36005,36005022701,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,13.0,,,11.3,15.0,5196,POINT (-73.91105122 40.84681419),36005022701,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,NY,New York,Albany,36001,36001014801,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.0,,,5.4,6.6,2794,POINT (-74.11592437 42.59274538),36001014801,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,NY,New York,Albany,36001,36001013902,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.1,,,8.5,11.9,5333,POINT (-73.82736562 42.72346101),36001013902,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2021,NY,New York,Bronx,36005,36005006200,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.4,,,4.0,4.9,6585,POINT (-73.8754981 40.83325652),36005006200,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,NY,New York,Bronx,36005,36005035100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.8,,,1.6,2.0,3186,POINT (-73.89997504 40.89507136),36005035100,HLTHOUT,STROKE,CrdPrv,Stroke
2020,NY,New York,Bronx,36005,36005008700,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,46.3,,,42.1,50.7,5466,POINT (-73.8972894 40.81968893),36005008700,PREVENT,DENTAL,CrdPrv,Dental Visit
2020,NY,New York,Albany,36001,36001013902,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.0,,,30.4,33.5,5333,POINT (-73.82736562 42.72346101),36001013902,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,NY,New York,Albany,36001,36001013100,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.9,,,5.2,6.7,2620,POINT (-73.69253765 42.74753838),36001013100,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,NY,New York,Bronx,36005,36005019500,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.7,,,5.1,6.3,7756,POINT (-73.92251026 40.83049088),36005019500,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,NY,New York,Bronx,36005,36005038800,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.2,,,5.0,7.5,2606,POINT (-73.85535612 40.87960483),36005038800,HLTHOUT,COPD,CrdPrv,COPD
2021,NY,New York,Bronx,36005,36005006400,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,10.2,,,9.0,11.4,3967,POINT (-73.8722042 40.83301352),36005006400,DISABLT,VISION,CrdPrv,Vision Disability
2020,NY,New York,Albany,36001,36001013802,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.9,,,85.0,88.6,4390,POINT (-73.84579103 42.76172698),36001013802,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,NY,New York,Bronx,36005,36005007200,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,72.3,,,69.7,74.9,5432,POINT (-73.8607193 40.83103809),36005007200,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,NY,New York,Bronx,36005,36005020502,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,41.8,,,37.9,45.6,1764,POINT (-73.91946257 40.85138321),36005020502,RISKBEH,LPA,CrdPrv,Physical Inactivity
2021,NY,New York,Bronx,36005,36005036100,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,13.8,,,12.4,15.2,6019,POINT (-73.87954053 40.84227617),36005036100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2021,NY,New York,Bronx,36005,36005046201,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.7,,,5.9,7.5,26588,POINT (-73.82768283 40.87424744),36005046201,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2020,NY,New York,Bronx,36005,36005025200,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,40.4,,,33.8,47.2,2530,POINT (-73.85497299 40.84713783),36005025200,PREVENT,COREM,CrdPrv,Core preventive services for older men
2021,NY,New York,Bronx,36005,36005020000,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29.7,,,26.6,32.8,4878,POINT (-73.84551659 40.84285246),36005020000,HLTHOUT,OBESITY,CrdPrv,Obesity
